"id","sentiment"
1,3
2,2
3,3
4,3
5,2
6,3
7,4
8,3
9,5
10,4
11,3
12,3
13,3
14,3
15,3
16,3
17,3
18,3
19,2
20,3
21,3
22,3
23,4
24,3
25,5
26,3
27,4
28,5
29,3
30,3
31,3
32,3
33,3
34,3
35,4
36,3
37,2
38,3
39,3
40,2
41,3
42,4
43,4
44,3
45,4
46,3
47,5
48,3
49,3
50,4
51,3
52,3
53,4
54,3
55,3
56,4
57,3
58,3
59,3
60,4
61,3
62,3
63,3
64,4
65,3
66,4
67,4
68,3
69,3
70,3
71,3
72,3
73,4
74,4
75,4
76,3
77,2
78,3
79,3
80,4
81,3
82,4
83,3
84,3
85,4
86,2
87,3
88,3
89,3
90,3
91,3
92,4
93,3
94,3
95,3
96,3
97,3
98,3
99,5
100,3
101,4
102,3
103,3
104,3
105,4
106,2
107,3
108,2
109,3
110,3
111,3
112,3
113,3
114,3
115,3
116,4
117,3
118,4
119,2
120,4
121,3
122,4
123,4
124,2
125,3
126,3
127,4
128,3
129,3
130,4
131,3
132,3
133,4
134,4
135,3
136,3
137,3
138,3
139,3
140,3
141,3
142,3
143,3
144,4
145,3
146,3
147,3
148,4
149,3
150,3
151,3
152,3
153,5
154,4
155,4
156,5
157,3
158,4
159,3
160,4
161,3
162,4
163,3
164,5
165,3
166,3
167,4
168,3
169,3
170,3
171,5
172,4
173,3
174,4
175,3
176,3
177,3
178,3
179,3
180,3
181,4
182,3
183,3
184,3
185,5
186,3
187,3
188,3
189,3
190,3
191,3
192,4
193,3
194,4
195,3
196,3
197,4
198,3
199,3
200,3
201,3
202,3
203,3
204,4
205,3
206,4
207,3
208,3
209,3
210,3
211,3
212,3
213,3
214,3
215,4
216,3
217,4
218,3
219,3
220,4
221,4
222,3
223,2
224,2
225,3
226,3
227,5
228,4
229,3
230,3
231,3
232,3
233,3
234,4
235,3
236,4
237,3
238,3
239,3
240,3
241,3
242,3
243,3
244,4
245,3
246,3
247,3
248,3
249,3
250,3
251,3
252,3
253,3
254,3
255,3
256,3
257,3
258,3
259,3
260,3
261,3
262,3
263,3
264,3
265,3
266,3
267,3
268,3
269,4
270,4
271,3
272,3
273,3
274,3
275,3
276,4
277,3
278,3
279,3
280,4
281,3
282,3
283,4
284,2
285,4
286,2
287,3
288,2
289,3
290,4
291,3
292,4
293,3
294,3
295,4
296,3
297,3
298,3
299,4
300,3
301,4
302,3
303,3
304,3
305,3
306,2
307,3
308,4
309,3
310,3
311,4
312,4
313,3
314,4
315,4
316,3
317,4
318,4
319,3
320,4
321,3
322,3
323,3
324,3
325,5
326,3
327,3
328,3
329,2
330,2
331,3
332,3
333,4
334,3
335,4
336,3
337,3
338,4
339,4
340,3
341,3
342,3
343,3
344,4
345,4
346,3
347,4
348,4
349,3
350,4
351,3
352,3
353,2
354,4
355,3
356,3
357,3
358,3
359,3
360,3
361,4
362,2
363,5
364,4
365,3
366,3
367,3
368,3
369,3
370,4
371,3
372,3
373,4
374,5
375,3
376,2
377,4
378,3
379,3
380,3
381,4
382,4
383,3
384,4
385,3
386,3
387,3
388,3
389,3
390,4
391,3
392,3
393,3
394,3
395,3
396,3
397,3
398,3
399,3
400,3
401,4
402,3
403,3
404,3
405,3
406,4
407,3
408,4
409,3
410,3
411,3
412,3
413,3
